"Controller","Smart Array P220i","HPSA01"
"Controller","Smart Array P222","HPSA01"
"Controller","Smart Array P420i","HPSA01"
"Controller","Smart Array P420","HPSA01"
"Controller","Smart Array P421","HPSA01"
"Controller","Smart Array P212","HPSA02"
"Controller","Smart Array P410","HPSA02"
"Controller","Smart Array P410i","HPSA02"
"Controller","Smart Array P411","HPSA02"
"Controller","Smart Array P712m","HPSA02"
"Controller","Smart Array P812","HPSA02"
